1000			
1376	1496	8	D
361	763	16	A
249	982	4	B
567	1226	32	C
1121	516	16	D
1926	1197	4	A
1017	802	2	B
511	549	2	C
1509	695	4	D
1639	641	4	A
885	449	8	B
1752	230	2	C
1201	1415	32	D
361	947	32	A
994	221	2	B
302	1457	4	C
2019	1336	2	D
526	569	16	A
1127	390	16	B
835	553	4	C
1770	1075	4	D
1036	1521	32	A
686	210	8	B
175	1098	8	C
337	681	2	D
1820	966	16	A
1527	288	32	B
332	418	8	C
1785	758	8	D
962	1395	4	A
127	593	2	B
911	537	4	C
685	1463	8	D
1316	1296	32	A
846	650	32	B
1323	342	2	C
395	570	32	D
1314	1445	4	A
429	516	2	B
1627	409	8	C
663	472	8	D
998	1270	2	A
649	797	8	B
1353	1424	2	C
847	833	2	D
1639	967	4	A
1405	954	32	B
795	409	32	C
1989	914	16	D
869	995	32	A
1546	1473	2	B
451	480	2	C
1285	1146	8	D
1846	251	4	A
814	1112	4	B
1226	631	32	C
1927	1116	32	D
546	1144	8	A
699	342	2	B
1266	271	4	C
1531	186	2	D
968	730	8	A
413	453	32	B
655	966	2	C
809	655	8	D
1705	1106	32	A
149	502	32	B
544	413	4	C
170	178	8	D
1063	715	4	A
576	360	16	B
853	567	32	C
666	145	8	D
331	1470	4	A
1544	1203	4	B
1689	344	8	C
1133	383	32	D
1705	1470	4	A
1472	967	16	B
1705	582	8	C
833	799	4	D
861	259	8	A
408	388	4	B
1939	669	32	C
1915	531	4	D
1209	1150	4	A
356	1211	2	B
869	1059	4	C
1644	702	16	D
1614	934	32	A
910	943	32	B
627	1318	4	C
198	620	32	D
658	494	16	A
1890	1260	32	B
225	623	32	C
651	1443	32	D
512	514	8	A
1236	1238	16	B
1990	313	4	C
921	785	8	D
1756	1172	32	A
701	1304	4	B
1160	109	8	C
361	186	16	D
1227	1393	8	A
1376	715	2	B
1924	178	32	C
1253	828	2	D
971	772	8	A
670	982	4	B
469	1317	4	C
1577	552	8	D
1671	1451	2	A
733	1515	4	B
626	316	16	C
1526	1383	32	D
738	218	8	A
1990	699	8	B
1027	701	16	C
383	1168	16	D
771	1353	2	A
1903	1070	4	B
1410	1035	4	C
105	909	4	D
735	190	8	A
708	358	32	B
354	994	32	C
1236	1484	8	D
1950	273	4	A
107	154	32	B
1771	124	32	C
1477	672	16	D
1011	880	4	A
1498	142	16	B
1506	1384	8	C
1532	1384	8	D
1867	551	2	A
923	174	32	B
495	1140	32	C
1577	293	2	D
1088	1182	8	A
901	829	8	B
1485	139	8	C
1511	1092	32	D
426	756	4	A
1297	927	2	B
186	1165	32	C
434	273	8	D
826	926	32	A
1594	1207	16	B
1285	1008	8	C
1733	476	16	D
1989	635	16	A
1705	1279	16	B
247	436	32	C
1643	211	16	D
1922	803	2	A
1406	474	4	B
1439	615	2	C
1232	1095	16	D
327	816	8	A
1782	814	4	B
924	371	8	C
858	1248	2	D
1056	380	32	A
627	901	2	B
1106	227	4	C
303	1122	8	D
454	1408	8	A
1934	403	32	B
1515	956	4	C
706	420	4	D
1332	103	2	A
1727	855	16	B
1916	1491	32	C
1458	1152	16	D
248	1205	4	A
363	1176	2	B
911	1125	4	C
283	413	8	D
1275	737	16	A
674	568	16	B
377	1017	2	C
1837	1485	8	D
1662	1278	16	A
791	602	16	B
686	321	32	C
223	740	32	D
1579	804	8	A
788	418	4	B
184	393	16	C
1570	240	16	D
1129	1466	8	A
1073	368	32	B
1515	1178	32	C
395	768	4	D
1039	910	16	A
1897	843	2	B
1502	1455	4	C
1301	389	32	D
1555	111	32	A
1808	330	2	B
1069	358	32	C
395	1176	8	D
1921	436	2	A
655	612	2	B
1210	1523	8	C
1578	1467	32	D
1647	934	32	A
131	188	8	B
1314	1318	4	C
1368	140	2	D
1571	1146	8	A
1269	519	2	B
2016	1477	8	C
752	1023	8	D
1199	1432	32	A
597	1521	32	B
656	687	32	C
1709	1088	4	D
473	1331	8	A
1056	1340	4	B
968	553	8	C
1001	685	2	D
670	1472	4	A
1240	593	32	B
1380	636	8	C
256	873	32	D
2016	1232	8	A
956	561	32	B
1303	358	32	C
1884	408	4	D
1079	1099	16	A
277	914	16	B
1626	128	4	C
367	121	4	D
1409	220	16	A
246	927	32	B
1122	146	4	C
521	625	4	D
194	1352	8	A
438	684	8	B
538	258	8	C
1599	1356	2	D
1407	1383	4	A
177	724	16	B
634	1403	4	C
342	504	32	D
1281	1152	32	A
1540	574	2	B
707	187	4	C
1529	224	4	D
493	656	16	A
1547	400	32	B
1803	787	4	C
728	532	16	D
1617	583	4	A
1521	377	8	B
1933	357	32	C
255	451	2	D
1431	871	4	A
1933	1442	2	B
1442	1112	8	C
897	433	4	D
1943	166	16	A
784	1172	2	B
1005	893	4	C
1868	1339	2	D
1868	456	32	A
427	541	2	B
543	184	2	C
395	176	4	D
1425	302	8	A
2006	1516	8	B
1803	165	2	C
1794	260	2	D
1570	1266	8	A
1155	155	4	B
1460	995	16	C
1032	216	16	D
1892	687	8	A
1577	760	2	B
148	1327	8	C
215	914	2	D
1734	155	32	A
811	370	16	B
382	860	16	C
550	730	4	D
828	129	32	A
726	1081	16	B
648	382	8	C
443	1077	8	D
1022	720	16	A
523	1151	4	B
1582	1034	2	C
952	268	32	D
1004	145	32	A
334	302	16	B
1607	1092	2	C
1486	138	32	D
293	1365	32	A
305	369	32	B
206	1095	32	C
613	1176	2	D
1886	713	4	A
704	1407	16	B
398	963	8	C
878	560	32	D
1997	494	16	A
1176	1253	32	B
1448	1218	8	C
1025	765	8	D
1197	764	32	A
145	818	16	B
1014	958	16	C
672	842	32	D
1539	929	8	A
232	1027	2	B
1369	856	8	C
1650	1278	4	D
437	1320	2	A
1303	269	32	B
1968	1184	32	C
1138	1204	2	D
2029	211	16	A
1332	484	4	B
589	1214	8	C
2026	1409	32	D
276	237	2	A
1321	821	16	B
1457	672	32	C
773	829	2	D
1872	122	4	A
697	269	32	B
1329	875	16	C
1442	617	4	D
411	440	16	A
1144	1356	8	B
1235	357	4	C
1301	1502	2	D
1299	851	4	A
465	1013	4	B
1007	174	2	C
2025	1417	16	D
1535	1411	2	A
1686	301	16	B
1288	927	8	C
148	175	4	D
1044	999	8	A
1939	1134	32	B
1294	867	4	C
225	1121	2	D
641	1012	4	A
253	197	4	B
871	488	2	C
1402	100	32	D
1863	1011	8	A
1877	1269	32	B
949	873	4	C
988	337	32	D
388	1311	32	A
1103	405	32	B
354	439	32	C
1172	1332	32	D
138	523	4	A
360	1051	32	B
1556	370	2	C
290	115	4	D
129	1323	8	A
1704	1019	32	B
374	1157	8	C
211	533	2	D
637	988	2	A
261	867	8	B
1594	655	2	C
974	1354	4	D
618	485	4	A
953	1379	32	B
440	780	4	C
1199	602	16	D
1804	1209	8	A
1104	1125	8	B
1981	1414	8	C
1459	740	4	D
708	689	8	A
160	1012	8	B
208	1089	4	C
130	1003	4	D
715	1185	32	A
104	340	32	B
1953	1395	32	C
1534	607	4	D
242	1194	4	A
1155	1041	4	B
876	664	2	C
1991	169	2	D
1716	1271	32	A
419	1236	4	B
305	213	4	C
904	1483	8	D
1586	1320	16	A
220	912	16	B
912	1454	16	C
1599	145	8	D
755	1331	32	A
1408	300	8	B
1082	684	16	C
355	462	8	D
1011	979	16	A
514	378	2	B
367	1299	2	C
1779	1249	4	D
1721	1302	2	A
1778	1317	8	B
1098	1526	8	C
1501	1384	4	D
1942	384	2	A
1108	735	16	B
1412	321	8	C
352	125	4	D
1888	1477	4	A
1000	935	8	B
2035	313	16	C
228	1486	16	D
803	118	2	A
1848	120	16	B
1667	1254	16	C
1229	590	2	D
1148	908	4	A
981	1306	16	B
1385	770	4	C
957	166	2	D
657	696	2	A
1707	1201	16	B
471	805	4	C
1820	1074	32	D
1453	1452	16	A
1828	177	16	B
519	1255	2	C
1092	821	2	D
981	975	32	A
352	1260	4	B
897	1454	2	C
1098	1303	8	D
973	164	16	A
1851	1331	4	B
401	778	8	C
338	134	2	D
1733	527	2	A
1804	1154	16	B
349	1530	32	C
156	1010	16	D
690	914	8	A
346	1300	4	B
1293	1234	2	C
1303	1402	2	D
923	661	2	A
560	349	32	B
1394	1112	4	C
984	572	32	D
1301	178	32	A
421	1160	32	B
816	1280	4	C
1313	242	8	D
1493	800	4	A
603	1273	16	B
1008	1064	2	C
614	1063	16	D
1296	471	16	A
1444	599	4	B
994	738	2	C
1094	922	8	D
1647	949	32	A
1041	309	16	B
1520	439	8	C
1398	738	4	D
312	1104	8	A
880	979	4	B
1160	542	4	C
138	1527	8	D
1716	1113	2	A
1667	985	2	B
319	1459	4	C
760	292	16	D
182	169	32	A
1717	970	2	B
1423	1368	32	C
767	153	2	D
1430	137	2	A
1069	327	32	B
517	1313	2	C
1844	691	4	D
1070	517	16	A
749	295	8	B
944	807	32	C
269	804	16	D
1873	411	8	A
471	669	2	B
133	1358	2	C
123	1217	32	D
1788	1192	16	A
1494	1534	16	B
1972	755	32	C
1410	413	32	D
661	315	2	A
1923	688	32	B
1193	938	2	C
1261	929	4	D
757	1435	2	A
629	1491	16	B
1570	292	8	C
936	257	16	D
1652	885	32	A
814	118	32	B
1064	1527	8	C
1649	1273	32	D
1025	705	32	A
1448	716	32	B
681	121	2	C
652	1191	16	D
1562	560	16	A
916	647	8	B
965	1104	8	C
684	576	16	D
1093	482	2	A
1421	544	32	B
1232	1450	32	C
597	226	4	D
1667	220	2	A
1810	823	32	B
240	1503	4	C
1431	978	32	D
1778	1445	2	A
1826	720	16	B
161	221	2	C
1614	689	2	D
1923	1410	32	A
1314	413	8	B
488	390	16	C
577	1286	2	D
764	1397	32	A
517	1404	2	B
1615	635	16	C
1139	1383	32	D
1265	1030	2	A
1777	681	32	B
1124	400	32	C
748	327	8	D
694	394	4	A
1848	221	4	B
1791	591	32	C
742	128	32	D
1244	1241	4	A
1819	1209	2	B
1999	579	8	C
112	378	8	D
1390	603	32	A
356	897	4	B
829	556	2	C
1361	722	4	D
204	721	32	A
441	961	8	B
1571	731	16	C
1475	763	4	D
1891	1534	16	A
313	1142	16	B
1623	1062	8	C
1999	327	32	D
242	707	16	A
1583	634	4	B
977	262	2	C
746	1172	2	D
1955	383	16	A
326	1352	2	B
1340	163	4	C
632	1125	4	D
604	1074	8	A
1243	728	2	B
385	1431	16	C
1398	695	2	D
1891	1374	8	A
1169	1316	4	B
760	738	2	C
109	1416	8	D
904	789	4	A
590	1492	8	B
1679	265	2	C
1218	1248	2	D
1673	1494	16	A
165	324	2	B
128	309	8	C
1535	406	16	D
1798	326	16	A
219	731	32	B
1095	163	8	C
146	764	16	D
942	1108	32	A
433	279	8	B
385	1446	2	C
1174	466	4	D
288	1416	4	A
498	502	2	B
1452	1497	8	C
719	1471	2	D
723	219	16	A
1227	330	4	B
276	634	32	C
536	784	16	D
1566	337	16	A
1982	537	8	B
1617	1299	16	C
193	1468	32	D
1649	499	2	A
1039	255	4	B
652	994	32	C
435	520	2	D
1787	545	4	A
1118	1109	4	B
894	1409	32	C
1698	1439	2	D
1436	1089	16	A
315	218	8	B
820	406	8	C
1293	651	16	D
1309	670	4	A
252	762	8	B
1447	605	8	C
329	155	8	D
1012	246	32	A
173	713	16	B
1738	933	16	C
886	1284	4	D
1940	771	32	A
646	657	16	B
1627	1381	16	C
1634	223	8	D
1044	1382	8	A
1445	630	32	B
297	369	32	C
994	127	4	D
624	1110	8	A
1482	550	32	B
984	1174	2	C
1342	270	32	D
285	853	2	A
135	1107	4	B
1503	295	4	C
1821	215	2	D
658	509	16	A
835	1329	16	B
1633	1490	2	C
103	745	8	D
1252	781	2	A
1320	460	32	B
1625	1256	2	C
647	879	32	D
1775	951	4	A
1649	832	32	B
643	1063	8	C
1476	632	4	D
1600	1109	8	A
981	780	32	B
723	1057	8	C
133	631	32	D
762	853	32	A
1964	1300	8	B
1527	679	4	C
581	432	16	D
1448	668	16	A
1638	1381	32	B
566	1403	8	C
209	280	4	D
866	332	16	A
491	153	32	B
1049	224	4	C
1149	454	4	D
1510	999	32	A
1718	621	8	B
1491	845	32	C
478	905	2	D
1389	1162	8	A
2033	824	4	B
1710	127	16	C
930	378	16	D
1208	1392	4	A
483	489	4	B
357	1095	32	C
841	1350	4	D
744	411	16	A
407	585	4	B
1710	384	2	C
1813	1532	16	D
695	466	16	A
983	235	2	B
301	501	8	C
1808	364	32	D
741	1452	4	A
1507	720	32	B
1593	647	2	C
933	146	2	D
484	348	32	A
1747	940	4	B
1904	404	32	C
1672	129	2	D
629	272	2	A
510	1496	32	B
123	1141	4	C
720	520	16	D
1456	1447	32	A
276	389	4	B
198	1283	8	C
220	1039	32	D
2045	490	4	A
2047	1196	8	B
651	256	4	C
641	1215	2	D
1508	476	16	A
584	1350	8	B
1522	1263	32	C
162	1497	32	D
1679	1272	2	A
1946	1115	32	B
1033	1323	8	C
1522	385	32	D
683	325	8	A
1417	473	32	B
291	104	8	C
100	739	4	D
318	102	32	A
789	1158	8	B
519	402	2	C
1853	630	4	D
1928	1168	8	A
1277	247	32	B
740	1223	2	C
272	352	4	D
1797	1424	4	A
1609	661	16	B
520	1169	8	C
825	1088	4	D
883	736	32	A
175	274	4	B
1491	322	32	C
1085	487	2	D
1901	720	16	A
1864	233	16	B
1508	240	8	C
1142	1022	4	D
152	1277	32	A
343	812	8	B
489	1101	4	C
256	824	2	D
915	743	4	A
777	1376	32	B
1411	1289	16	C
1808	200	2	D
902	912	16	A
1337	655	8	B
1741	536	32	C
493	1037	8	D
2025	492	32	A
925	1508	8	B
1076	848	2	C
1131	380	32	D
1058	1375	8	A
1095	951	4	B
1334	1428	32	C
464	175	32	D
181	917	8	A
614	788	2	B
1215	455	8	C
1893	288	2	D
1909	1114	8	A
1062	1408	8	B
626	127	4	C
1202	227	4	D
1442	644	16	A
993	1354	32	B
217	773	32	C
866	1103	2	D
760	612	32	A
896	439	2	B
1624	1268	16	C
866	1415	4	D
1549	944	4	A
560	259	32	B
1415	512	8	C
1090	855	2	D
821	1425	2	A
1225	865	8	B
1050	812	8	C
125	614	4	D
1594	1201	16	A
772	520	4	B
1446	637	4	C
1055	108	16	D
809	1169	16	A
1224	679	16	B
218	602	16	C
1971	1264	16	D
747	319	16	A
423	899	2	B
612	1273	4	C
1726	542	4	D
1473	1073	2	A
335	472	2	B
237	984	16	C
1735	1008	8	D
1460	1271	32	A
386	1356	32	B
821	1412	32	C
1099	309	4	D
1810	631	2	A
568	157	16	B
1319	801	4	C
1250	1028	32	D
718	274	2	A
1617	1466	4	B
1559	1172	4	C
1780	1286	8	D
1346	1423	2	A
757	424	32	B
187	419	16	C
885	251	16	D
724	766	32	A
1425	731	2	B
209	497	2	C
1852	395	16	D
1387	317	16	A
1327	601	4	B
1268	458	2	C
1998	1366	16	D
320	488	32	A
1396	666	32	B
1580	913	16	C
764	1455	8	D
1324	269	32	A
1332	407	8	B
374	874	16	C
1795	350	2	D
1905	955	8	A
1575	982	4	B
1997	714	4	C
2043	1274	8	D
1905	233	32	A
191	733	2	B
427	1002	4	C
195	823	16	D
1178	923	8	A
1344	887	16	B
1410	792	2	C
789	321	32	D
286	206	8	A
632	826	4	B
1093	892	4	C
191	195	2	D
1336	1527	32	A
428	1054	2	B
861	1314	8	C
1432	565	32	D
1038	864	2	A
1163	993	2	B
1010	1077	2	C
1690	171	16	D
227	1372	4	A
1870	370	4	B
209	258	8	C
345	330	32	D
1698	155	4	A
1972	1372	16	B
1446	1099	2	C
2048	1112	16	D
1121	1179	4	A
1548	867	2	B
1825	202	2	C
1044	710	8	D
1365	1400	16	A
1677	449	16	B
1811	1346	8	C
157	504	16	D
1659	1185	4	A
627	1223	8	B
720	1501	2	C
290	405	32	D
1254	1386	8	A
303	1241	16	B
842	573	16	C
901	1382	8	D
746	907	2	A
1449	1525	2	B
1274	761	8	C
852	1493	32	D
278	944	4	A
660	571	4	B
625	209	2	C
1764	322	32	D
144	385	2	A
1377	470	4	B
1444	1219	8	C
1212	361	8	D
351	371	2	A
1186	1382	4	B
802	1144	4	C
808	842	4	D
1733	820	32	A
1745	276	2	B
1131	296	4	C
1664	455	2	D
1640	1536	2	A
1538	147	2	B
1892	393	4	C
1712	863	4	D
1374	683	8	A
457	153	16	B
271	169	8	C
1809	1490	8	D
1300	430	16	A
1860	364	4	B
938	919	32	C
1083	1182	2	D
266	518	2	A
1445	790	4	B
1714	788	8	C
434	980	2	D
631	955	16	A
1171	576	2	B
929	1398	16	C
126	930	16	D
1619	213	4	A
359	509	4	B
758	185	16	C
834	1115	4	D
569	1223	2	A
188	296	2	B
1412	1486	8	C
196	1214	2	D
1404	1354	32	A
310	1163	2	B
507	473	32	C
823	1134	4	D
1400	486	4	A
128	1066	32	B
1558	693	32	C
1312	1254	4	D
1639	380	32	A
162	378	8	B
694	1353	16	C
755	108	16	D
1621	1511	8	A
1546	1533	4	B
1834	1332	16	C
1163	687	8	D
1877	1528	8	A
1226	1403	2	B
657	429	8	C
585	1515	16	D
1331	1133	4	A
903	205	2	B
1129	684	4	C
1550	267	4	D
324	1450	4	A
443	1377	8	B
1417	1119	16	C
1907	147	4	D
1364	960	32	A
274	523	4	B
271	375	8	C
1898	1531	32	D
1761	490	4	A
146	756	4	B
801	811	8	C
1729	572	2	D
959	215	32	A
1285	1045	4	B
1943	349	4	C
1622	196	8	D
1660	323	2	A
1909	734	32	B
1868	544	8	C
359	882	4	D
612	287	2	A
1016	165	32	B
471	1082	8	C
1405	1240	4	D
1085	1475	16	A
471	328	2	B
368	514	16	C
1883	401	16	D
317	679	2	A
304	1116	2	B
484	1368	32	C
128	964	4	D
540	135	8	A
1048	661	4	B
1584	486	4	C
1635	324	4	D
1632	670	8	A
2042	1390	2	B
1679	1484	2	C
153	1160	8	D
1102	639	32	A
666	271	32	B
192	265	8	C
796	1381	8	D
1999	1496	16	A
1423	977	2	B
1465	512	8	C
1951	490	16	D
1989	1079	2	A
1845	594	32	B
355	1436	16	C
1739	1032	32	D
538	622	32	A
1939	1147	4	B
1217	1125	32	C
811	1486	16	D
1866	106	2	A
1702	789	16	B
1015	824	8	C
1754	634	2	D
102	1339	32	A
613	556	16	B
1474	123	8	C
289	159	16	D
138	1099	8	A
1935	946	8	B
1806	719	8	C
1657	652	2	D
1788	1500	8	A
1372	649	8	B
1329	875	4	C
301	843	2	D
1926	891	16	A
509	1273	2	B
1643	884	4	C
464	390	16	D
994	399	16	A
288	591	4	B
904	1260	4	C
2027	535	2	D
1045	413	32	A
448	943	4	B
1621	510	8	C
1126	704	2	D
1481	578	2	A
1581	1218	2	B
1948	536	4	C
704	289	32	D
1729	875	2	A
1022	998	16	B
1571	929	8	C
1028	562	2	D
1078	990	16	A
1070	1041	32	B
1402	1456	16	C
1855	916	16	D
1526	273	8	A
260	904	16	B
700	1148	16	C
1290	101	32	D
2020	482	16	A
851	475	16	B
1830	639	2	C
997	890	8	D
477	712	4	A
1001	537	32	B
1937	1489	32	C
1415	519	16	D
263	582	8	A
1161	451	16	B
1848	1173	16	C
1166	199	2	D
1045	623	32	A
1899	471	2	B
431	152	2	C
1328	555	32	D
1689	1234	4	A
670	1088	32	B
1198	257	4	C
680	283	2	D
1610	298	2	A
911	1446	4	B
1925	185	4	C
1876	568	4	D
1882	917	8	A
226	464	32	B
716	679	32	C
706	1223	8	D
1781	727	2	A
2013	875	8	B
935	666	16	C
1079	1106	16	D
589	1437	4	A
411	705	16	B
894	716	8	C
1857	736	8	D
1823	554	32	A
746	416	4	B
1371	819	32	C
489	1458	16	D
139	1433	4	A
1244	561	32	B
1232	307	32	C
368	294	2	D
817	1051	4	A
1431	1186	2	B
1601	998	2	C
228	348	8	D
1423	1204	4	A
2019	961	8	B
150	636	2	C
800	274	16	D
1275	682	4	A
957	609	16	B
1042	1339	16	C
220	1504	32	D
1931	575	16	A
748	858	16	B
1112	377	8	C
1104	733	32	D
1760	306	4	A
223	1422	4	B
1542	482	4	C
870	1150	2	D
1940	1519	8	A
228	1118	8	B
330	1394	32	C
1530	1411	2	D
639	263	2	A
327	438	2	B
990	1304	8	C
1275	371	32	D
1503	326	8	A
327	1304	2	B
1206	1333	8	C
317	579	4	D
686	326	8	A
579	1528	32	B
655	704	16	C
1528	1381	4	D
1107	271	32	A
1731	269	4	B
1713	1354	32	C
1750	261	8	D
995	191	4	A
1328	937	32	B
1436	1095	8	C
255	1499	16	D
322	660	8	A
1152	259	32	B
1608	1440	8	C
1262	1056	16	D
1534	568	4	A
1853	302	4	B
723	700	16	C
108	833	16	D
383	1376	2	A
193	766	8	B
176	823	32	C
819	348	8	D
991	270	2	A
1179	476	8	B
1662	461	32	C
1905	243	8	D
1383	460	2	A
1120	1504	2	B
363	278	32	C
883	288	2	D
1626	1474	32	A
164	703	8	B
1241	773	16	C
900	520	4	D
575	1376	16	A
2022	771	16	B
171	1146	8	C
1433	1292	8	D
917	1477	2	A
1455	1185	4	B
385	723	8	C
708	1412	16	D
715	852	4	A
1063	824	32	B
116	1178	4	C
432	1376	16	D
1753	454	8	A
1498	384	16	B
1760	436	32	C
652	469	32	D
729	963	4	A
1119	1070	8	B
1319	571	8	C
1236	943	4	D
1290	340	2	A
1187	1384	16	B
1679	1451	2	C
1536	289	16	D
154	1492	2	A
1473	670	4	B
1511	1093	2	C
259	358	8	D
1696	734	8	A
1922	822	32	B
1663	1409	32	C
239	1518	2	D
571	518	32	A
811	1090	16	B
429	781	2	C
135	1107	4	D
534	564	4	A
1699	847	16	B
1070	1497	32	C
838	1173	16	D
1623	826	4	A
1850	709	32	B
931	808	8	C
1273	1507	32	D
632	321	4	A
847	1167	2	B
1007	798	16	C
437	1071	32	D
220	1272	32	A
1802	737	2	B
239	1193	16	C
1262	232	4	D
1867	761	4	A
1224	683	2	B
1092	151	32	C
540	1480	16	D
1767	518	8	A
1951	1423	8	B
1577	623	16	C
716	1500	8	D
1878	569	4	A
707	1005	16	B
363	1529	32	C
1635	778	4	D
892	968	4	A
1983	511	4	B
1443	758	2	C
260	619	8	D
199	623	4	A
358	968	8	B
1102	1290	16	C
296	925	16	D
883	855	4	A
1794	894	4	B
816	1498	32	C
207	296	16	D
814	170	4	A
1195	370	2	B
1265	827	2	C
795	1255	8	D
1311	519	4	A
1171	104	2	B
1896	712	4	C
1867	1337	16	D
1406	655	8	A
513	892	8	B
1134	1029	8	C
1550	256	16	D
1172	295	32	A
282	262	8	B
482	346	8	C
375	167	2	D
402	327	32	A
607	1036	2	B
1146	1251	32	C
1935	731	16	D
1004	668	8	A
585	1266	4	B
124	434	16	C
1021	1160	2	D
1653	299	2	A
525	240	4	B
1306	1156	2	C
866	1363	4	D
1308	325	4	A
2028	1022	2	B
425	482	16	C
176	548	4	D
1584	450	32	A
1869	734	16	B
387	198	4	C
1555	208	32	D
1491	613	4	A
1978	735	16	B
1489	317	8	C
987	1348	8	D
322	1174	4	A
771	984	2	B
1601	372	32	C
1854	629	2	D
1354	408	8	A
1532	1251	8	B
1125	1163	16	C
380	1483	2	D
1092	890	16	A
1500	1345	32	B
501	136	8	C
1634	870	16	D
164	858	16	A
606	883	32	B
1032	1322	2	C
1171	992	32	D
532	1185	8	A
1969	104	2	B
203	1018	32	C
759	211	2	D
278	786	8	A
1856	1470	8	B
227	232	4	C
1476	1481	16	D
664	1135	32	A
452	1206	16	B
1637	1376	2	C
1218	168	2	D
1110	910	8	A
1482	238	4	B
1831	1283	32	C
622	1188	2	D
1414	764	8	A
1466	1392	8	B
1665	1514	32	C
1623	1262	32	D
1904	372	2	A
1701	363	4	B
1529	386	8	C
636	972	2	D
392	309	2	A
574	1021	2	B
1779	282	32	C
345	383	16	D
